Item Number,"Standard
Cost","Average
Cost",Wh,Description[1],Description[2],Description[3],Description[4],Description[5],Profile Info[4],"Pricing
Base",Multiplier/Price[1],Multiplier/Price[2],Multiplier/Price[3],Major Pricing,Multiplier/Price[4],Multiplier/Price[5],Multiplier/Price[6],"Price
Per",Item Number,Cross Ref ID
XHS061,383.65,383.65,HB,IDEC MM-PENTRA-24 STARTER KIT,PIN: 151251,,,,,P,537.11,751.95,537.11,,537.11,0.00,0.00,EA,?,?
XHT000,41.95,42.67,HB,15 MIN TIMER PAS 97115I,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHT001,9.45,18.75,HB,BIT2/0 AWG 2-ENTRY TERM,,,,,,P,607.50,607.50,607.50,,0.00,0.00,0.00,EA,?,?
XHT001,9.45,18.75,HB,BIT2/0 AWG 2-ENTRY TERM,,,,,,P,607.50,607.50,607.50,,0.00,0.00,0.00,EA,?,?
TIM446,19.18,19.95,HB,F NECK 795-26/7 ACSR WRAPLOCKS,TIE WTF0229,,,,TIMERS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,TIM446,XHT003
EME100,16.58,56.12,HB,EMORY CLOTH ROLL,,,,,EMORY CLOTH,P,24.87,29.85,24.87,,24.87,26.86,26.36,EA,EME100,XHT004
XHS054,134.00,134.00,HB,LS-270 SPST 20VA LEVEL SWITCH,,,,,,L,309.15,240.07,309.15,,0.00,0.00,0.00,EA,?,?
XHS054,134.00,134.00,HB,LS-270 SPST 20VA LEVEL SWITCH,,,,,,L,309.15,240.07,309.15,,0.00,0.00,0.00,EA,?,?
XHS055,3550.00,3550.00,HB,900AMP 27KV  AIRBREAK SWITCH,AR114SSBCHLS TYPE AR,HORIZONAL DCP,,,,P,701.65,841.98,660.38,,561.68,0.00,0.00,EA,?,?
XHS056,149.00,149.95,HB,L129CK MURPHY OIL LEVEL,GAUGE,,,,,P,194.94,233.92,194.94,,194.94,0.00,0.00,EA,?,?
SWTQ314,51.52,60.63,hb,30A 240V 2P FUSIBLE SAFETY,SWITCH NEMA 3R,,,SQD D221NRB,,P,129.72,155.66,112.80,101.52,101.52,129.72,129.72,EA,SWTQ314,78-5901-46058
SWTQ314,51.52,60.63,hb,30A 240V 2P FUSIBLE SAFETY,SWITCH NEMA 3R,,,SQD D221NRB,,P,129.72,155.66,112.80,101.52,101.52,129.72,129.72,EA,SWTQ314,78590146058
SWTQ314,51.52,60.63,hb,30A 240V 2P FUSIBLE SAFETY,SWITCH NEMA 3R,,,SQD D221NRB,,P,129.72,155.66,112.80,101.52,101.52,129.72,129.72,EA,SWTQ314,SQUARE D D221NRB
XHS058,13858.00,158.80,HB,SQD D223NRB 100A-240V SW,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHS059,11.98,7.15,HB,HOA  PADLOCK  PLASTIC  COVER,OL-KL1,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHS060,118.43,173.50,HB,MURPHY L129CK1 LEVEL SWITCH,,,,MURPHY L129CK1,,P,153.96,169.36,145.65,,0.00,0.00,0.00,EA,XHS060,JAW0000
XHS060,118.43,173.50,HB,MURPHY L129CK1 LEVEL SWITCH,,,,MURPHY L129CK1,,L,153.96,169.36,145.65,,0.00,0.00,0.00,EA,?,?
XHS021,33.57,295.73,HB,SQD FLOAT SWITCH  9036DR31,9049A6,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHS022,5233.97,5439.92,HB,250HP BENSHAW SOFT START,RB21S200-480-S-3R-CB-OP,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHS023,67.99,67.99,HB,LINE POST CURRENT SENSOR1301-,17A NIB  FISHER- PIERICE,,,,,L,104.26,114.69,98.63,,0.00,0.00,0.00,EA,?,?
XHS023,67.99,67.99,HB,LINE POST CURRENT SENSOR1301-,17A NIB  FISHER- PIERICE,,,,,L,104.26,114.69,98.63,,0.00,0.00,0.00,EA,?,?
XHS049,6192.81,6192.81,HB,50HP TOSHIBA DRIVE PANEL 460V,N3R 3PH VFD AS1 79A W/LCD KPAD,AS14370AAN3,,,,L,4.38,4.81,4.20,,0.00,0.00,0.00,EA,?,?
XHS049,6192.81,6192.81,HB,50HP TOSHIBA DRIVE PANEL 460V,N3R 3PH VFD AS1 79A W/LCD KPAD,AS14370AAN3,,,,L,4.38,4.81,4.20,,0.00,0.00,0.00,EA,?,?
XHS050,16.76,10.61,HB,2 EA WHITE SILICONE AND 2 EA,CAN,,,,,L,41.54,48.35,42.02,,0.00,0.00,0.00,EA,?,?
XHS050,16.76,10.61,HB,2 EA WHITE SILICONE AND 2 EA,CAN,,,,,L,41.54,48.35,42.02,,0.00,0.00,0.00,EA,?,?
XHS052,70.00,83.41,HB,"3"" X 10"" PIPE STAND",,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
CRO246,65.00,49.95,HB,10 FT HEAVY DUTY POWER ARM,,,,,CROSSARMS (TREATED),P,101.25,121.50,101.25,,101.25,0.00,78.36,EA,CRO246,TECHLINE BXARM10HD
CRO246,65.00,49.95,HB,10 FT HEAVY DUTY POWER ARM,,,,,CROSSARMS (TREATED),P,101.25,121.50,101.25,,101.25,0.00,78.36,EA,CRO246,XHS012
CRO246,65.00,49.95,HB,10 FT HEAVY DUTY POWER ARM,,,,,CROSSARMS (TREATED),P,101.25,121.50,101.25,,101.25,0.00,78.36,EA,CRO246,ZC250
XHS014,828.15,826.15,HB,400A 240V C-H SAFETY SWITCH,B1046  CH# DG225NRK,,,,,P,31.24,37.49,31.24,,31.24,0.00,0.00,EA,?,?
XHS015,75.39,3.00,HB,3L-646GZE2 PRESSURE SW,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
STI350,31.87,33.85,HB,INSUL MECHANICAL BUTT SPLICE,500 MCM INSULATED OR NON-IN,,,,MECHANICAL BUTT SPLICE INSULATED OR NON-INSULATED,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,STI350,NSI ISR-500-500 INSUL SLICE
STI350,31.87,33.85,HB,INSUL MECHANICAL BUTT SPLICE,500 MCM INSULATED OR NON-IN,,,,MECHANICAL BUTT SPLICE INSULATED OR NON-INSULATED,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,STI350,XHS017
XHS018,19.08,19.08,HB,R16-56V 16-14 VYL RING 5/16ST,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHS003,0.12,13.45,HB,#14 BARE RING TERM 5/16 HOLE,,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHS003,0.12,13.45,HB,#14 BARE RING TERM 5/16 HOLE,,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHS004,260.83,335.36,HB,OPLFCA-S-5000-ES,,,,,,P,291.60,291.60,291.60,,0.00,437.94,0.00,EA,?,?
XHS004,260.83,335.36,HB,OPLFCA-S-5000-ES,,,,,,L,291.60,291.60,291.60,,0.00,0.00,0.00,EA,?,?
XHS005,74.43,74.43,HB,SQD 2510F02 MANUAL STARTER,W/ SQD A14.8 THERMAL UINT,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHS005,74.43,74.43,HB,SQD 2510F02 MANUAL STARTER,W/ SQD A14.8 THERMAL UINT,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MUR768,213.53,217.05,HB,OPLFC-A-600-OS PRESSURE GUAGE,0-600PSI FLUSH MOUNT OIL-,SEALED MURPHY,,,PRESSURE SWITCHES - OIL FILLED,P,362.42,434.91,315.15,283.64,242.13,343.98,362.42,EA,MUR768,05701100
MUR768,213.53,217.05,HB,OPLFC-A-600-OS PRESSURE GUAGE,0-600PSI FLUSH MOUNT OIL-,SEALED MURPHY,,,PRESSURE SWITCHES - OIL FILLED,P,362.42,434.91,315.15,283.64,242.13,343.98,362.42,EA,MUR768,MU768
MUR768,213.53,217.05,HB,OPLFC-A-600-OS PRESSURE GUAGE,0-600PSI FLUSH MOUNT OIL-,SEALED MURPHY,,,PRESSURE SWITCHES - OIL FILLED,P,362.42,434.91,315.15,283.64,242.13,343.98,362.42,EA,MUR768,XHS006
PUL110,17.37,35.17,HB,90-LB FISHLINE (1350FT),,,,,,P,35.22,42.26,35.22,31.70,0.00,0.00,0.00,EA,PUL110,BLOW STRING
PUL110,17.37,35.17,HB,90-LB FISHLINE (1350FT),,,,,,P,35.22,42.26,35.22,31.70,0.00,0.00,0.00,EA,PUL110,GREENLEE 607
XHS009,51.25,50.75,HB,795STR  ACSR AUTOSPLICE,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHS011,756.00,756.00,HB,FIELD TECHNION  TO WORK ON,"DRIVE, FOUND BAD SCR'S ON ALL",PHASES OF UINT,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR105,27.19,27.19,HB,GE-30 AMP RV OUTLET,,,,,,P,0.00,0.00,0.00,,0.00,81.54,0.00,EA,?,?
XHS000,4.20,4.20,HB,"100 EA 12 X 1/2"" MACHINE SCREW",,,,,,L,69.00,69.00,69.00,,0.00,0.00,0.00,EA,?,?
XHS000,4.20,4.20,HB,"100 EA 12 X 1/2"" MACHINE SCREW",,,,,,L,69.00,69.00,69.00,,0.00,0.00,0.00,EA,?,?
XHS001,0.29,0.38,HB,3/8  X 1' ALL THREAD STOCK,HS,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHS001,0.29,0.38,HB,3/8  X 1' ALL THREAD STOCK,HS,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR089,9130.00,9130.00,HB,REPAIR RX AUTO  RECLOSURE W/BR,SIZE 225AMP SER#4739,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR090,95.07,95.07,HB,AB 592-EECC E1 PLUS 6 OVERLOAD,RELAY,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR075,1030.50,1030.50,HB,100KVA SECTIONALIZER REPAIR,PLUS OIL ANS H.V. BUSHING,SER#8780,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR085,1957.00,1957.00,HB,37KVA 12470-240/480,SN:C009151110,SN:C00915114,SN:C00330124,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR088,527.58,92.35,HB,"ANCHOR DISK ROD 1""  X 10'",THIMBLEYE C200-0052,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR032,21.65,21.07,HB,2GANG RCPT ENCL AND 2GANG WP,BOX W/3 3/4 HUB,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR034,143.21,143.21,HB,OMRON  HECR-F8 8 PIN RELAY,TIMER,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR024,5.08,3.85,HB,RH1BULAC12 MINI IDEC RELAY,12V AC RELAY,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR024,5.08,3.85,HB,RH1BULAC12 MINI IDEC RELAY,12V AC RELAY,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR025,0.00,4.34,HB,RY2SU-24-V0LT AC RELAY,,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR025,0.00,4.34,HB,RY2SU-24-V0LT AC RELAY,,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR027,243.07,98.41,HB,LIGHTING ROD ASSEMBLE,,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR027,243.07,98.41,HB,LIGHTING ROD ASSEMBLE,,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR029,265.85,179.57,HB,LABOR AND MTERIAL TO CUT STEEL,PLATE,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
REF280,0.00,17.98,HB,OVERHEAD LINE MARKER REFLECTOR,,,,,"REFLECTOR, OVERHEAD",P,35.95,43.14,35.95,,35.95,0.00,38.11,EA,REF280,RE280
XHR022,225.51,225.51,HB,XR-4 4-CHANNEL MID-RANGE,RECEIVER W/ANTENNA,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR022,225.51,225.51,HB,XR-4 4-CHANNEL MID-RANGE,RECEIVER W/ANTENNA,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHQ034,33.83,33.83,HB,"9EA 1/4 HOOKS AND 2""BACKPLATE",,,,,,L,19.50,21.45,18.45,,0.00,0.00,0.00,EA,?,?
XHQ034,33.83,33.83,HB,"9EA 1/4 HOOKS AND 2""BACKPLATE",,,,,,L,19.50,21.45,18.45,,0.00,0.00,0.00,EA,?,?
XHQ035,42.22,42.22,HB,2ea FIRE RESISTANT RAIN COATS,,,,,,L,834.11,917.52,789.07,,0.00,0.00,0.00,EA,?,?
XHQ035,42.22,42.22,HB,2ea FIRE RESISTANT RAIN COATS,,,,,,L,834.11,917.52,789.07,,0.00,0.00,0.00,EA,?,?
XHR001,15.12,9.15,HB,1-BOX RAGS,,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR001,15.12,9.15,HB,1-BOX RAGS,,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR002,7116.00,0.00,HB,333KVA 12470/240/480,"SN 12A201531 , 12A201532",12A201497,,,,P,5500.00,5500.00,5500.00,,5500.00,0.00,0.00,EA,?,?
REM602,124.44,124.44,HB,3PH 480VAC TIMEMARK VOLTAGE,MONITOR,,,TIMEMARK C2644,,P,268.28,321.93,268.28,,268.28,0.00,0.00,EA,REM602,TIMEMARK C2644
XHR004,164.58,164.58,HB,R-K 480VAC 10A 3PH PHS MONITOR,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHR005,595.00,595.00,HB,"DSIII TRANSMITTER,23.2 TO 2320","PSI,SS,X-PROOF SIEMENS",HSIE-7MF40331FA101NC6ZB21,,,,L,53.61,58.97,50.72,,0.00,0.00,0.00,EA,?,?
XHR005,595.00,595.00,HB,"DSIII TRANSMITTER,23.2 TO 2320","PSI,SS,X-PROOF SIEMENS",HSIE-7MF40331FA101NC6ZB21,,,,L,53.61,58.97,50.72,,0.00,0.00,0.00,EA,?,?
XHQ020,773.37,773.37,HB,SIEMANS TRANSMITTER  7MF4033,IBA10-1NC6-Z,,,,,L,175.50,189.00,170.10,,0.00,0.00,0.00,EA,?,?
XHQ020,773.37,773.37,HB,SIEMANS TRANSMITTER  7MF4033,IBA10-1NC6-Z,,,,,L,175.50,189.00,170.10,,0.00,0.00,0.00,EA,?,?
XHQ015,1118.30,1118.30,HB,EMI FILTER  PTX080 SUPPRESSER,IT NTECHNOLOGY,,,,,L,520.65,560.70,504.63,,0.00,0.00,0.00,EA,?,?
XHQ015,1118.30,1118.30,HB,EMI FILTER  PTX080 SUPPRESSER,IT NTECHNOLOGY,,,,,L,520.65,560.70,504.63,,0.00,0.00,0.00,EA,?,?
XHQ016,156.00,185.17,HB,VERT OUTSIDE 90 TRAY,,,,,,L,202.80,218.40,196.56,,0.00,0.00,0.00,EA,?,?
XHQ016,156.00,185.17,HB,VERT OUTSIDE 90 TRAY,,,,,,L,202.80,218.40,196.56,,0.00,0.00,0.00,EA,?,?
XHQ018,273.00,315.00,HB,"HOR TEE ALU 24""W X 24""RAD TRAY",,,,,,L,354.90,382.20,343.98,,0.00,0.00,0.00,EA,?,?
XHQ018,273.00,315.00,HB,"HOR TEE ALU 24""W X 24""RAD TRAY",,,,,,L,354.90,382.20,343.98,,0.00,0.00,0.00,EA,?,?
TOU113,660.00,712.40,HB,"5.7"" MONOCHROME TOUCH SCREEN",WITH ETHERNET PORT,,,IDEC HG2GSB22TFB,,P,847.00,1016.40,770.00,731.50,731.50,0.00,0.00,EA,TOU113,IDEC HG2G-SB22TF-B
XHQ007,257.00,267.04,HB,3M 7624-4/0 CABLE TERMINATION,KIT,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
WIE598,6.58,24.13,HB,HW20825001 250MCM 15KV EPR,,,,,,L,8.66,9.48,8.62,,0.00,0.00,0.00,EA,?,?
WIE588,7.23,7.23,hb,HW20335001 350MCM 5KV EPR,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHPE01,26.68,26.68,HB,"1-ROLL 10"" X 25"" 6 MIL PLASTIC",,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHQ000,348.77,348.77,HB,5 5V2800 F QD SHEAVE,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP038,90.90,486.76,HB,AUSTIN MCCRARY TOOLS,ENERGY INV# S1100825.001,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP040,150.00,158.25,HB,Joel Estrada Jr.10.5 TXMLCS02,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP050,100.00,100.00,HB,GERMAN PINA STEEL TOE BOOTS,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP087,238.89,37.21,HB,JESSE RUIZ GLOVES SUNGLASS,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP088,2432.00,2432.00,HB,16' HEAVY DUTY PLATFROM,HD2PAL16,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP089,65.24,21.34,HB,IDEC FC2A-KC4C COMMUNICATION,CABLE,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP026,135.33,139.31,HB,COO-O2DD2-D CLICK PLC SOURECE,4  DC IN /4 2-CH IN 2 CH OUT,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP027,45.33,151.90,HB,CO-O1AC 1.3AMP POWER SUPPLY,,,,,,L,4188.60,4188.60,4188.60,,0.00,0.00,0.00,EA,?,?
XHP027,45.33,151.90,HB,CO-O1AC 1.3AMP POWER SUPPLY,,,,,,L,4188.60,4188.60,4188.60,,0.00,0.00,0.00,EA,?,?
XHP028,22.29,22.37,HB,ZL-CO-CBL20 20 TERM CALBE,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP029,23.69,20.87,HB,ZL-RTB20  20-POLE FEED MODULE,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP030,0.00,565.77,HB,45FT. CLASS 2 CCA POLE,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP031,179.99,179.99,HB,JORGE RODRIQUEZ BOOTS,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP032,129.99,129.99,HB,OMAR  RAMIREZ STEEL TOE BOOTS,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP018,84.45,80.79,HB,KEVIN BUIE  MISC TOOLS,ENERGY INV#S1144070.001,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP019,5.09,6.14,HB,6FT GREEN T-POST,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP020,159.99,121.67,HB,STEVE MEJORADO 9IN PLIERS,NUT DRIVER 10IN R/A TEETH,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP021,93.59,44.73,HB,JUAN ROBLEDO MSIC TOOLS,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP022,380.57,135.31,HB,EMPLOYEE PURCHASE,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP023,198.25,198.25,HB,"MARIO HERNANDEZ FC1A-CLA, FC4A","KC4CA, FC2A-KC4C",,,,,L,264.30,264.30,264.30,,0.00,0.00,0.00,EA,?,?
XHP023,198.25,198.25,HB,"MARIO HERNANDEZ FC1A-CLA, FC4A","KC4CA, FC2A-KC4C",,,,,L,264.30,264.30,264.30,,0.00,0.00,0.00,EA,?,?
XHP024,75.33,74.93,HB,CO-OODD2-D CKICK PLC SOURCING,8 DC IN/6,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP010,100.00,27.98,HB,GUSTAVO MEDINA,STEEL TOE BOOTS,,,,,L,135.00,135.00,135.00,,0.00,0.00,0.00,EA,?,?
XHP010,100.00,27.98,HB,GUSTAVO MEDINA,STEEL TOE BOOTS,,,,,L,135.00,135.00,135.00,,0.00,0.00,0.00,EA,?,?
XHP011,13.45,13.45,HB,ALBERTO T. CABELLO GLOVES,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP012,189.99,189.99,HB,JACK BARA STEEL TOE BOOTS,,,,,,L,159.99,159.99,159.99,,0.00,0.00,0.00,EA,?,?
XHP012,189.99,189.99,HB,JACK BARA STEEL TOE BOOTS,,,,,,L,159.99,159.99,159.99,,0.00,0.00,0.00,EA,?,?
XHP013,239.60,47.11,HB,ISRAEL HERNANDEZ MISC TOOLS,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP015,238.89,21.77,HB,JESSE RAMIREZ PR. FR JACKET,FRJ237,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP016,100.00,122.95,HB,MANUEL ASTORGA BOOTS,,,,,,L,68.14,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP016,100.00,122.95,HB,MANUEL ASTORGA BOOTS,,,,,,L,68.14,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP017,99.99,99.99,HB,MIGUEL TREIVZO RASCO FR HOOD,JKT 4XR,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP004,180.27,180.27,HB,JESUS PLECENTIA PERSONAL TOOLS,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP005,281.00,281.00,HB,JERMEY BARA  TOOLS,ENERGY  S1179945,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP006,100.00,100.00,HB,OMER PINA PR. WORK BOOTS,,,,,,L,74.65,74.65,74.65,,0.00,0.00,0.00,EA,?,?
XHP006,100.00,100.00,HB,OMER PINA PR. WORK BOOTS,,,,,,L,74.65,74.65,74.65,,0.00,0.00,0.00,EA,?,?
XHP008,164.99,164.99,HB,ALONSO CABELLO BOOT,INV 11972  WORKHORSE,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP009,18.64,18.63,HB,DON DEAN,,,,,,P,33.53,33.53,33.53,,0.00,0.00,0.00,EA,?,?
XHP009,18.64,18.63,HB,DON DEAN,,,,,,P,33.53,33.53,33.53,,0.00,0.00,0.00,EA,?,?
XHP00,300.43,300.43,HB,JESSUS VASQUEZ 28-PIECE TOOL,SET BORDER SATES 300.43,INV#905250045,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP000,23.13,23.13,HB,CHRISTIAN MEDRANO,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP001,204.83,249.86,HB,PETE GARCIA  TOOLS,,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP001,204.83,249.86,HB,PETE GARCIA  TOOLS,,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP002,17.24,12.25,HB,EDGAR VALDUZ  TOOLS,,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHP003,22.69,22.69,HB,"JULIO MANCHA ,GLOVE",,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
NIP452,6.10,14.92,HB,"1 1/4""  X 12"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,27.13,29.85,26.09,,0.00,0.00,28.76,EA,NIP452,XHN024
XHN026,2.43,7.14,HB,"1/2"" X 4""  STD NIPPLE",,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHN027,11.52,13.44,HB,"3"" X 8"" CONDUIT NIPPLE",,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHN028,31.28,16.29,HB,"2"" X 4"" THRD X VIC STD NIPPLE",,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHN029,76.23,76.23,HB,MISC. MATERIAL TEXMACK BATT,"TOGGLE BOLT,WEDGE,LAG SCREW","WASHER, LOCKWASHER,NUTS",BOLTS ( HOMEDEPOT),,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
NIP756,19.12,19.66,HB,"4"" X 10"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,49.26,59.11,42.83,38.55,38.55,42.83,42.83,EA,NIP756,XHN003
NIP292,2.81,8.97,HB,"3/4"" X 12"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,26.00,31.20,22.61,,22.61,22.61,0.00,EA,NIP292,XHN005
NIP292,2.81,8.97,HB,"3/4"" X 12"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,26.00,31.20,22.61,,22.61,22.61,0.00,EA,NIP292,XHN045
NIP292,2.81,8.97,HB,"3/4"" X 12"" NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,26.00,31.20,22.61,,22.61,22.61,0.00,EA,NIP292,ZN010
PIP614,1.95,4.45,HB,"1/4 X 3"" STD NIPPLE",,,,,,P,7.56,9.04,7.56,,6.78,7.56,0.00,EA,PIP614,XHN007
XHN008,16.16,18.06,HB,"3"" X 12"" RIGID GALV NIPPLE",,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
NIP444,4.70,6.82,HB,"1 1/4"" X 10""""NIPPLE",GALV CONDUIT,,,,GALV CONDUIT NIPPLES,P,0.00,0.00,0.00,,0.00,9.18,0.00,EA,NIP444,xhn010
XHM073,0.36,0.36,HB,BRADY SHRINK MARKER SLEEVE,BRAWNS211319 BRAWS105321,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHM055,0.00,142.82,HB,100 HP MOTOR 1140RPM TOSHIBA,ODP 444T 80541276,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHM055,0.00,142.82,HB,100 HP MOTOR 1140RPM TOSHIBA,ODP 444T 80541276,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW524,142.82,142.82,HB,100 HP (W) 1185RPM TEFC MOTOR,444T SERIAL#8603,,,,WESTINGHOUSE MOTORS,P,199.95,239.94,199.95,,199.95,199.95,211.95,EA,MOTW524,XHM058
XHM050,146.48,146.00,HB,WW 3/3 HP 3600RPM 56C 3PH PUMP,ATJ334-36-56CB,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHM050,146.48,146.00,HB,WW 3/3 HP 3600RPM 56C 3PH PUMP,ATJ334-36-56CB,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHM051,1443.50,1443.50,HB,150HP MOTOR OVERHAUL 1200RPM,SER# 841894-929,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHM051,1443.50,1443.50,HB,150HP MOTOR OVERHAUL 1200RPM,SER# 841894-929,,,,,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
XHM003,286.06,286.06,HB,MISC.MATERIAL COMPRESSER W/,ACCESSORIES,,,,,L,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
